,timestamp,open,high,low,close,volume
53,1609650000000,777.34,790.0,776.1,786.42,81521.94162000
54,1609653600000,786.48,801.92,783.73,799.96,89185.94716000
55,1609657200000,799.83,805.74,795.1,799.78,80293.36056000
56,1609660800000,799.74,819.5,791.5,817.76,92303.75687000
57,1609664400000,817.31,825.66,813.0,818.45,95011.06759000
58,1609668000000,818.5,829.0,816.49,825.72,82804.39620000
59,1609671600000,825.69,832.3,824.01,829.76,64169.17352000
60,1609675200000,829.77,835.86,826.38,831.47,55214.58488000
61,1609678800000,831.46,888.33,831.46,874.21,180985.66008000
62,1609682400000,874.17,921.73,862.3,912.38,261568.37752000
63,1609686000000,912.39,920.0,879.52,917.72,200326.60168000
64,1609689600000,917.95,978.0,917.72,935.26,323944.90322000
65,1609693200000,935.26,958.21,917.0,935.54,218672.99800000
66,1609696800000,935.65,941.93,888.93,917.54,175928.67663000
67,1609700400000,917.77,924.11,899.38,921.53,86493.82126000
68,1609704000000,921.61,964.33,920.08,946.37,145884.75288000
69,1609707600000,946.38,957.87,936.45,949.77,59816.23454000
70,1609711200000,949.87,997.9,945.15,991.55,150727.15340000
71,1609714800000,991.73,1011.07,955.0,978.28,220030.36048000
72,1609718400000,978.33,994.56,954.22,975.8,147491.84724000
73,1609722000000,975.8,979.0,956.01,966.96,79273.06804000
74,1609725600000,966.96,982.33,962.2,979.39,72619.64295000
75,1609729200000,979.46,1025.81,977.84,1021.41,133239.30292000
76,1609732800000,1021.41,1035.93,1013.75,1027.69,124509.51799000
77,1609736400000,1027.7,1096.0,1016.75,1084.18,222620.92814000
78,1609740000000,1084.45,1162.97,1078.59,1105.0,352657.89885000
79,1609743600000,1104.99,1118.89,1012.0,1044.31,296761.70921000
80,1609747200000,1044.3,1078.93,983.88,1022.64,266193.18381000
81,1609750800000,1022.64,1029.34,909.0,970.08,384301.29029000
82,1609754400000,969.94,985.0,890.0,965.05,335379.28615000
83,1609758000000,965.28,979.54,933.84,976.8,190237.62721000
84,1609761600000,976.97,1031.85,956.12,1019.48,235476.92979000
85,1609765200000,1019.48,1020.0,975.27,1011.92,193603.20060000
86,1609768800000,1012.56,1045.0,1001.55,1043.25,197211.31353000
87,1609772400000,1043.26,1058.16,1027.03,1040.01,189054.37040000
88,1609776000000,1040.0,1048.0,982.05,1010.15,245057.38225000
89,1609779600000,1010.29,1026.56,985.55,999.47,120721.62389000
90,1609783200000,999.47,1025.68,998.92,1015.19,84703.58793000
91,1609786800000,1015.09,1048.0,1011.41,1042.28,90513.65187000
92,1609790400000,1042.16,1049.7,1017.46,1019.69,75599.35887000
93,1609794000000,1019.69,1036.7,992.7,1006.19,92442.55568000
94,1609797600000,1006.18,1024.0,1003.2,1012.72,30171.61809000
95,1609801200000,1012.72,1046.54,1001.09,1041.43,85170.04434000
96,1609804800000,1041.45,1134.6,1041.45,1095.03,257412.82599000
97,1609808400000,1095.14,1118.1,1061.92,1114.52,184692.42881000
98,1609812000000,1114.46,1116.72,1068.18,1078.45,114597.83122000
99,1609815600000,1078.47,1087.32,995.0,1001.76,197089.21992000
100,1609819200000,1001.75,1030.81,986.0,1004.1,176195.12461000
101,1609822800000,1004.05,1024.46,974.45,989.83,158302.30662000
102,1609826400000,989.9,1022.41,979.03,1015.15,129414.62655000
103,1609830000000,1015.16,1025.0,1000.93,1003.45,61159.42688000
104,1609833600000,1003.52,1044.71,1003.51,1026.97,105716.59566000
105,1609837200000,1026.97,1050.93,1022.43,1035.85,92325.74596000
106,1609840800000,1035.85,1042.4,1014.84,1028.31,67592.17946000
107,1609844400000,1028.31,1043.86,1024.07,1042.21,58899.65281000
108,1609848000000,1042.23,1055.0,1027.27,1028.99,71642.51507000
109,1609851600000,1028.98,1041.0,1020.46,1023.55,53808.51617000
110,1609855200000,1023.75,1048.23,1001.0,1047.9,115129.67335000
111,1609858800000,1047.94,1064.0,1036.0,1052.82,85508.32605000
112,1609862400000,1052.83,1084.0,1036.29,1065.84,118170.17042000
113,1609866000000,1065.85,1084.55,1060.7,1081.73,66686.13785000
114,1609869600000,1081.99,1094.86,1070.05,1074.0,102112.30063000
115,1609873200000,1074.0,1108.0,1040.0,1096.33,171567.07346000
116,1609876800000,1096.36,1103.84,1077.05,1098.99,71410.94860000
117,1609880400000,1099.0,1103.2,1074.44,1082.1,66771.99769000
118,1609884000000,1082.09,1120.0,1081.94,1108.02,74059.36870000
119,1609887600000,1108.18,1115.0,1081.11,1099.56,106730.68277000
120,1609891200000,1100.16,1110.3,1063.23,1081.16,99324.20691000
121,1609894800000,1081.01,1086.22,1057.26,1071.82,65497.17409000
122,1609898400000,1071.81,1087.0,1071.81,1077.41,48874.82288000
123,1609902000000,1077.47,1083.0,1061.0,1075.49,58594.98870000
124,1609905600000,1075.49,1135.02,1073.03,1119.17,149574.38791000
125,1609909200000,1119.17,1125.85,1086.37,1101.81,101989.34200000
126,1609912800000,1101.8,1118.69,1097.51,1113.22,69105.85653000
127,1609916400000,1113.16,1122.02,1090.72,1106.59,77052.69559000
128,1609920000000,1106.61,1123.51,1091.11,1110.76,105217.50190000
129,1609923600000,1110.85,1112.87,1091.0,1099.02,83293.56815000
130,1609927200000,1099.02,1119.5,1097.29,1114.75,66864.59812000
131,1609930800000,1114.71,1166.58,1111.01,1151.88,171627.18689000
132,1609934400000,1151.88,1158.96,1123.52,1143.61,99636.98531000
133,1609938000000,1143.84,1148.0,1121.0,1134.99,94633.75531000
134,1609941600000,1134.99,1147.61,1124.61,1133.36,91718.45654000
135,1609945200000,1133.23,1153.94,1130.92,1143.89,70224.15379000
136,1609948800000,1144.01,1193.68,1144.01,1173.08,184933.76503000
137,1609952400000,1173.09,1207.7,1171.0,1192.25,136008.83546000
138,1609956000000,1192.27,1208.57,1183.72,1191.78,85000.17164000
139,1609959600000,1191.77,1204.95,1150.0,1160.78,108617.44241000
140,1609963200000,1160.78,1207.0,1116.61,1197.16,208518.37051000
141,1609966800000,1197.33,1200.8,1173.23,1181.26,115873.49118000
142,1609970400000,1181.23,1194.51,1173.12,1177.97,30488.47300000
143,1609974000000,1178.01,1213.0,1175.55,1208.42,67466.36349000
144,1609977600000,1208.75,1221.0,1188.0,1199.8,95554.67255000
145,1609981200000,1199.8,1210.82,1195.59,1200.12,53546.21224000
146,1609984800000,1200.21,1205.12,1179.91,1196.53,56117.02736000
147,1609988400000,1196.53,1224.11,1193.67,1213.17,71549.09166000
148,1609992000000,1213.17,1216.63,1201.32,1210.42,55797.31429000
149,1609995600000,1210.43,1218.04,1200.71,1207.27,53541.34273000
150,1609999200000,1207.3,1210.93,1183.02,1198.71,61270.82274000
151,1610002800000,1198.71,1204.86,1181.09,1186.21,52978.58936000
152,1610006400000,1186.39,1198.95,1159.03,1195.77,88581.26432000
153,1610010000000,1195.77,1205.0,1181.24,1204.96,48669.39591000
154,1610013600000,1204.96,1205.7,1179.79,1183.51,47906.19223000
155,1610017200000,1183.53,1205.0,1183.03,1201.12,54084.34786000
156,1610020800000,1201.32,1229.5,1197.64,1227.2,93318.37660000
157,1610024400000,1226.86,1230.45,1209.0,1218.01,84541.63376000
158,1610028000000,1218.01,1229.29,1215.0,1224.5,61759.11098000
159,1610031600000,1224.53,1249.98,1216.0,1249.83,81232.00344000
160,1610035200000,1249.84,1277.41,1238.68,1263.97,150037.31158000
161,1610038800000,1263.97,1273.91,1259.0,1270.49,64620.34683000
162,1610042400000,1270.48,1289.0,1131.0,1222.73,256239.49160000
163,1610046000000,1223.25,1247.68,1170.0,1234.14,176324.91055000
164,1610049600000,1234.23,1245.0,1223.41,1242.72,65467.09339000
165,1610053200000,1242.9,1267.33,1239.58,1254.18,71614.46576000
166,1610056800000,1254.25,1259.0,1237.25,1245.47,30674.97767000
167,1610060400000,1245.4,1245.72,1201.45,1224.87,97496.82518000
168,1610064000000,1224.86,1233.0,1182.45,1182.96,72653.68292000
169,1610067600000,1183.42,1199.26,1160.0,1184.52,95990.82587000
170,1610071200000,1184.52,1186.29,1065.0,1111.34,199688.17322000
171,1610074800000,1111.57,1160.13,1105.61,1150.1,88803.50222000
172,1610078400000,1150.1,1177.65,1142.0,1169.03,78047.83239000
173,1610082000000,1168.91,1174.0,1142.23,1148.12,68772.26477000
174,1610085600000,1148.29,1182.46,1125.41,1175.21,91125.70394000
175,1610089200000,1175.22,1214.27,1166.38,1208.42,79414.38316000
176,1610092800000,1208.2,1209.27,1181.73,1199.99,56094.95252000
177,1610096400000,1199.99,1222.32,1185.99,1221.64,62345.38191000
178,1610100000000,1221.51,1270.24,1216.23,1251.31,134971.11476000
179,1610103600000,1251.47,1266.0,1240.0,1255.43,87416.71084000
180,1610107200000,1255.24,1273.75,1224.88,1249.9,97812.93795000
181,1610110800000,1249.91,1255.91,1221.62,1250.0,71962.98668000
182,1610114400000,1250.0,1257.09,1237.32,1257.0,49706.71270000
183,1610118000000,1256.93,1264.0,1171.72,1216.77,193110.42518000
184,1610121600000,1216.93,1242.18,1202.0,1227.22,83942.45331000
185,1610125200000,1227.22,1236.66,1209.24,1215.42,50501.14122000
186,1610128800000,1215.59,1222.06,1173.0,1182.87,99711.00929000
187,1610132400000,1182.55,1203.57,1179.63,1184.75,53462.02043000
188,1610136000000,1184.75,1195.5,1143.16,1145.9,140396.82392000
189,1610139600000,1146.34,1193.89,1135.51,1193.63,80549.78913000
190,1610143200000,1193.63,1220.0,1166.31,1216.58,50087.21190000
191,1610146800000,1216.85,1229.69,1208.38,1216.93,44604.88318000
192,1610150400000,1216.72,1234.67,1183.04,1197.93,79854.51548000
193,1610154000000,1197.91,1198.39,1171.36,1198.27,64568.88615000
194,1610157600000,1198.26,1208.0,1177.38,1199.84,52664.98659000
195,1610161200000,1199.66,1231.31,1192.11,1226.53,58922.41495000
196,1610164800000,1226.53,1227.49,1208.82,1219.16,39138.76117000
197,1610168400000,1219.16,1219.16,1181.06,1185.53,53982.37270000
198,1610172000000,1185.4,1195.62,1176.6,1179.8,57458.22227000
199,1610175600000,1179.8,1199.99,1173.65,1196.49,44526.17017000
200,1610179200000,1196.5,1212.93,1184.64,1208.01,45254.59089000
201,1610182800000,1208.02,1221.7,1204.46,1211.55,53127.64645000
202,1610186400000,1211.93,1229.55,1204.26,1218.58,52410.83531000
203,1610190000000,1218.39,1237.0,1214.5,1220.64,65753.71500000
204,1610193600000,1220.65,1227.69,1211.0,1223.99,37974.97153000
205,1610197200000,1223.78,1229.52,1218.24,1221.39,37916.13763000
206,1610200800000,1221.39,1235.5,1220.48,1223.17,54819.69482000
207,1610204400000,1223.17,1227.64,1207.29,1219.95,51480.96518000
208,1610208000000,1219.96,1225.52,1194.08,1200.88,71457.01928000
209,1610211600000,1200.89,1224.59,1200.31,1222.52,49327.02761000
210,1610215200000,1222.51,1230.25,1218.56,1224.69,37061.33739000
211,1610218800000,1224.69,1235.69,1220.48,1229.42,36022.81451000
212,1610222400000,1229.33,1272.0,1217.54,1271.14,116955.13239000
213,1610226000000,1271.14,1294.18,1261.5,1287.96,139273.22601000
214,1610229600000,1287.95,1304.37,1276.32,1286.61,84360.71587000
215,1610233200000,1286.65,1292.74,1266.85,1276.0,64558.95579000
216,1610236800000,1276.0,1292.69,1273.82,1289.91,64505.45896000
217,1610240400000,1289.85,1335.0,1285.22,1323.44,106780.43325000
218,1610244000000,1323.5,1338.87,1309.93,1338.0,67904.63445000
219,1610247600000,1337.99,1340.98,1304.51,1310.97,79134.72476000
220,1610251200000,1310.91,1326.99,1306.2,1318.46,42415.54198000
221,1610254800000,1318.69,1328.84,1305.74,1315.54,44663.27058000
222,1610258400000,1315.54,1328.0,1313.48,1324.35,40389.42237000
223,1610262000000,1324.43,1345.69,1322.14,1344.7,57564.63601000
224,1610265600000,1344.77,1348.33,1318.21,1328.81,63901.05349000
225,1610269200000,1329.13,1346.0,1328.02,1331.63,39541.66223000
226,1610272800000,1331.65,1339.22,1283.32,1318.43,97177.24722000
227,1610276400000,1318.57,1319.99,1257.6,1259.28,139435.26814000
228,1610280000000,1259.28,1296.39,1237.0,1290.33,111811.61570000
229,1610283600000,1290.43,1323.71,1286.0,1309.66,78744.38345000
230,1610287200000,1309.77,1314.52,1283.05,1295.68,61943.49704000
231,1610290800000,1296.24,1313.74,1276.0,1303.18,55779.08399000
232,1610294400000,1303.4,1325.0,1296.15,1297.39,67018.97312000
233,1610298000000,1297.38,1305.0,1248.59,1300.65,155975.47097000
234,1610301600000,1300.81,1310.35,1273.0,1283.68,86761.80934000
235,1610305200000,1283.64,1295.91,1255.23,1263.17,53152.55459000
236,1610308800000,1263.32,1273.0,1170.0,1258.34,241097.41327000
237,1610312400000,1258.33,1274.89,1253.6,1270.6,96908.69545000
238,1610316000000,1270.59,1287.51,1261.52,1273.08,47104.97155000
239,1610319600000,1273.08,1277.38,1254.19,1254.25,51467.52812000
240,1610323200000,1254.24,1260.0,1203.08,1218.8,102913.67599000
241,1610326800000,1219.04,1230.73,1188.16,1208.03,81899.66431000
242,1610330400000,1208.26,1212.8,1171.2,1186.11,115075.02375000
243,1610334000000,1186.11,1198.11,1010.91,1104.14,331913.61069000
244,1610337600000,1105.02,1133.87,1050.0,1114.1,208377.37407000
245,1610341200000,1114.0,1129.47,1079.87,1094.18,123257.90891000
246,1610344800000,1094.18,1095.57,1015.0,1027.73,216656.56533000
247,1610348400000,1027.93,1082.0,1011.1,1071.84,172077.18416000
248,1610352000000,1071.98,1126.0,1063.0,1108.69,135924.78642000
249,1610355600000,1108.69,1135.35,1084.28,1135.07,97372.63394000
250,1610359200000,1135.3,1149.99,1109.25,1112.08,121732.27289000
251,1610362800000,1112.01,1117.42,1064.17,1067.87,148333.91810000
252,1610366400000,1067.65,1103.12,1038.65,1073.66,173468.67682000
253,1610370000000,1073.3,1079.0,1025.63,1026.09,182310.85520000
254,1610373600000,1026.24,1043.22,950.0,1038.53,318635.66607000
255,1610377200000,1038.53,1048.47,973.23,977.21,194594.79272000
256,1610380800000,977.21,990.69,915.0,963.55,310328.71762000
257,1610384400000,963.57,1023.5,918.43,998.3,272057.63421000
258,1610388000000,998.15,1024.0,982.75,993.51,135773.01524000
259,1610391600000,993.52,1007.26,945.0,984.41,165012.05389000
260,1610395200000,984.15,1022.0,958.0,1019.94,136389.16716000
261,1610398800000,1019.99,1044.99,1006.0,1031.55,135023.08820000
262,1610402400000,1032.05,1072.97,1022.35,1057.87,82869.79852000
263,1610406000000,1057.86,1094.0,1057.66,1087.01,106786.57257000
264,1610409600000,1087.0,1091.36,1038.34,1061.88,128065.46223000
265,1610413200000,1061.87,1083.8,1041.11,1055.12,76919.25907000
266,1610416800000,1055.12,1076.6,1044.07,1069.27,73940.33572000
267,1610420400000,1069.27,1089.33,1062.61,1088.52,60965.39544000
268,1610424000000,1088.72,1101.44,1076.25,1095.87,75719.17673000
269,1610427600000,1095.25,1129.61,1092.05,1129.61,86030.64807000
270,1610431200000,1129.6,1150.02,1123.1,1137.94,104798.05688000
271,1610434800000,1138.0,1150.0,1123.0,1139.05,95691.41208000
272,1610438400000,1139.25,1144.11,1105.21,1116.8,103607.57856000
273,1610442000000,1116.8,1127.73,1107.2,1114.94,75304.95385000
274,1610445600000,1114.89,1122.29,1065.95,1084.5,159471.61628000
275,1610449200000,1084.49,1106.57,1084.24,1099.16,91531.95809000
276,1610452800000,1099.15,1111.54,1082.8,1086.87,84127.55086000
277,1610456400000,1086.82,1096.84,1024.44,1025.71,200882.06893000
278,1610460000000,1025.71,1054.0,1006.33,1035.91,188583.22264000
279,1610463600000,1035.7,1067.71,1035.52,1053.34,101103.01337000
280,1610467200000,1053.54,1107.33,1052.79,1106.77,111393.86609000
281,1610470800000,1106.8,1126.88,1096.23,1117.67,97137.22051000
282,1610474400000,1117.65,1122.93,1090.77,1104.33,67254.05282000
283,1610478000000,1104.39,1104.59,1060.14,1082.76,73905.93666000
284,1610481600000,1082.76,1086.27,1059.5,1080.61,65346.93110000
285,1610485200000,1080.73,1086.93,1051.78,1078.07,51722.47115000
286,1610488800000,1077.73,1088.25,1041.0,1052.49,41585.92381000
287,1610492400000,1052.91,1053.03,1025.0,1050.16,87557.22958000
288,1610496000000,1050.36,1050.82,987.48,991.32,155940.21950000
289,1610499600000,991.31,1038.32,989.83,1031.12,95397.66483000
290,1610503200000,1031.17,1049.0,1015.03,1030.83,74390.41819000
291,1610506800000,1030.73,1059.66,1028.64,1046.72,76191.94940000
292,1610510400000,1046.72,1048.7,1018.61,1023.68,55872.22022000
293,1610514000000,1023.58,1036.61,1010.79,1036.24,51737.53332000
294,1610517600000,1036.24,1053.89,1031.87,1044.37,50383.24953000
295,1610521200000,1044.49,1080.75,1042.37,1076.35,71005.34046000
296,1610524800000,1076.33,1076.86,1054.54,1059.75,61640.19245000
297,1610528400000,1059.55,1078.09,1053.79,1060.2,55345.38696000
298,1610532000000,1060.2,1096.64,1060.1,1079.61,84831.09084000
299,1610535600000,1079.61,1086.65,1056.0,1061.6,73368.97169000
300,1610539200000,1061.64,1066.06,1045.07,1057.59,60704.19971000
301,1610542800000,1057.58,1070.94,1051.29,1067.14,40154.03686000
302,1610546400000,1067.2,1084.0,1051.19,1055.52,59010.57149000
303,1610550000000,1055.99,1074.87,1049.41,1071.5,43591.32841000
304,1610553600000,1071.14,1078.6,1060.78,1073.3,39340.15753000
305,1610557200000,1073.25,1080.0,1065.0,1074.14,37795.51243000
306,1610560800000,1074.47,1108.8,1071.5,1103.52,79066.99897000
307,1610564400000,1103.51,1109.78,1095.48,1102.08,61208.92542000
308,1610568000000,1102.02,1119.0,1091.25,1110.9,70720.35105000
309,1610571600000,1110.87,1127.87,1102.04,1126.84,63655.44505000
310,1610575200000,1126.89,1137.65,1108.18,1118.24,57079.20252000
311,1610578800000,1118.23,1135.99,1118.23,1129.89,45771.42398000
312,1610582400000,1129.79,1147.97,1128.59,1133.79,82071.62481000
313,1610586000000,1133.99,1134.51,1114.66,1114.98,55848.93394000
314,1610589600000,1114.98,1121.5,1106.01,1113.34,44744.98010000
315,1610593200000,1113.41,1115.96,1091.02,1096.39,49762.46522000
316,1610596800000,1096.39,1110.89,1086.7,1109.28,48735.75475000
317,1610600400000,1109.28,1116.0,1101.23,1109.86,35992.41901000
318,1610604000000,1109.8,1129.53,1106.1,1121.19,47091.26606000
319,1610607600000,1121.18,1162.57,1117.87,1148.0,112301.75702000
320,1610611200000,1147.85,1171.74,1147.82,1157.01,75520.30510000
321,1610614800000,1157.01,1160.74,1141.78,1146.15,59772.15370000
322,1610618400000,1146.25,1169.5,1144.83,1168.56,54365.14397000
323,1610622000000,1168.85,1174.73,1157.36,1166.59,49781.74204000
324,1610625600000,1166.48,1171.57,1147.51,1168.76,56454.38306000
325,1610629200000,1168.76,1196.98,1165.56,1193.24,89699.62015000
326,1610632800000,1193.41,1215.92,1187.34,1208.63,103621.82423000
327,1610636400000,1208.39,1220.63,1194.47,1212.8,80477.32015000
328,1610640000000,1212.99,1247.55,1212.71,1225.18,118216.22133000
329,1610643600000,1225.18,1243.0,1216.63,1219.15,57465.41252000
330,1610647200000,1219.35,1228.67,1203.2,1210.22,61624.52509000
331,1610650800000,1210.23,1233.0,1210.19,1231.53,41916.31765000
332,1610654400000,1231.2,1234.18,1206.54,1207.26,31271.00760000
333,1610658000000,1206.77,1213.5,1163.68,1188.42,110624.70940000
334,1610661600000,1188.41,1204.0,1177.92,1200.58,38576.50411000
335,1610665200000,1200.73,1235.84,1197.93,1231.62,49800.99455000
336,1610668800000,1231.89,1256.98,1225.27,1237.1,98660.72886000
337,1610672400000,1237.1,1254.42,1224.42,1230.61,55209.33685000
338,1610676000000,1230.61,1242.0,1217.5,1239.62,50472.22570000
339,1610679600000,1239.62,1241.9,1201.0,1219.07,57184.49856000
340,1610683200000,1219.08,1222.58,1205.24,1207.9,54906.03275000
341,1610686800000,1207.81,1227.98,1185.0,1185.36,65348.10132000
342,1610690400000,1185.36,1200.56,1175.41,1200.56,69389.96687000
343,1610694000000,1200.46,1242.99,1189.18,1240.97,88362.95528000
344,1610697600000,1240.99,1247.88,1215.09,1217.66,65013.70575000
345,1610701200000,1217.59,1235.39,1205.0,1232.37,57747.13404000
346,1610704800000,1232.22,1240.0,1222.97,1234.0,45352.39614000
347,1610708400000,1233.86,1238.98,1220.11,1226.12,40761.67186000
348,1610712000000,1226.28,1230.64,1195.87,1221.71,98760.99478000
349,1610715600000,1221.71,1226.0,1207.25,1221.93,69913.90059000
350,1610719200000,1221.93,1228.0,1183.7,1196.54,96971.30231000
351,1610722800000,1196.48,1197.0,1126.44,1141.52,168015.30533000
352,1610726400000,1141.66,1170.07,1069.42,1165.2,289761.25108000
353,1610730000000,1165.39,1165.4,1132.07,1154.8,115350.31005000
354,1610733600000,1154.53,1175.34,1121.23,1139.22,105433.87377000
355,1610737200000,1139.24,1161.72,1129.05,1133.74,60274.11689000
356,1610740800000,1133.75,1140.0,1111.52,1136.6,81863.72088000
357,1610744400000,1136.5,1166.76,1131.71,1158.99,47601.51001000
358,1610748000000,1159.0,1175.08,1151.3,1162.94,30534.29336000
359,1610751600000,1162.9,1174.99,1157.04,1168.53,31149.50435000
360,1610755200000,1168.48,1197.02,1168.0,1188.41,60286.64301000
361,1610758800000,1188.46,1198.1,1171.38,1178.27,47380.17351000
362,1610762400000,1178.24,1190.0,1158.33,1163.52,58441.44573000
363,1610766000000,1163.52,1181.38,1157.77,1179.34,34094.33901000
364,1610769600000,1179.23,1183.64,1165.8,1181.37,28113.33426000
365,1610773200000,1181.4,1184.59,1151.77,1164.11,45122.51902000
366,1610776800000,1164.12,1176.76,1162.98,1173.13,36591.86200000
367,1610780400000,1173.13,1189.76,1171.14,1182.9,54873.76189000
368,1610784000000,1182.88,1217.94,1177.0,1215.47,80419.86305000
369,1610787600000,1215.62,1217.39,1204.06,1214.99,50839.60366000
370,1610791200000,1214.99,1225.01,1206.53,1213.47,66724.08603000
371,1610794800000,1213.3,1225.52,1205.34,1219.0,56760.24319000
372,1610798400000,1219.0,1232.73,1188.0,1217.52,95442.83873000
373,1610802000000,1217.59,1250.0,1217.22,1231.28,105389.92573000
374,1610805600000,1231.31,1243.43,1216.67,1238.99,73920.41705000
375,1610809200000,1238.99,1278.0,1231.1,1276.27,108140.02018000
376,1610812800000,1276.29,1298.0,1252.09,1265.87,128144.05744000
377,1610816400000,1265.88,1270.0,1246.22,1253.51,59345.83698000
378,1610820000000,1253.6,1258.99,1228.3,1231.38,58722.51790000
379,1610823600000,1231.44,1256.11,1218.4,1252.59,70931.46666000
380,1610827200000,1252.4,1280.71,1245.0,1273.7,60182.50711000
381,1610830800000,1273.7,1273.9,1222.0,1234.89,79378.22764000
382,1610834400000,1234.91,1239.85,1200.0,1231.93,65015.07368000
383,1610838000000,1231.99,1240.78,1211.46,1227.83,51123.67451000
384,1610841600000,1227.83,1239.55,1200.53,1235.64,72532.44583000
385,1610845200000,1235.79,1251.34,1225.0,1250.75,40686.06061000
386,1610848800000,1250.56,1258.0,1238.16,1245.35,39524.21510000
387,1610852400000,1245.35,1248.56,1231.37,1241.2,41146.35063000
388,1610856000000,1241.33,1250.72,1220.8,1223.32,46760.46781000
389,1610859600000,1223.41,1229.24,1212.0,1215.42,43838.97327000
390,1610863200000,1215.5,1224.59,1201.0,1213.0,57330.03770000
391,1610866800000,1213.24,1228.6,1170.0,1182.6,112163.38773000
392,1610870400000,1182.45,1197.06,1165.0,1196.54,94773.13105000
393,1610874000000,1196.39,1212.58,1175.01,1180.53,86443.79575000
394,1610877600000,1180.52,1210.24,1167.04,1202.35,69166.89739000
395,1610881200000,1202.35,1228.37,1201.82,1219.52,53019.20808000
396,1610884800000,1219.52,1225.84,1208.13,1212.87,51736.84000000
397,1610888400000,1213.06,1227.74,1196.12,1198.86,47819.78226000
398,1610892000000,1198.78,1213.51,1191.03,1198.58,42571.66816000
399,1610895600000,1198.58,1246.92,1198.56,1241.17,85661.72733000
400,1610899200000,1241.35,1251.0,1220.0,1239.35,64208.23750000
401,1610902800000,1239.17,1244.48,1223.3,1232.21,37860.61864000
402,1610906400000,1232.33,1235.38,1225.61,1226.55,21791.00383000
403,1610910000000,1226.55,1241.05,1210.54,1218.3,36142.11708000
404,1610913600000,1218.35,1239.0,1218.33,1237.58,27368.46790000
405,1610917200000,1237.91,1266.59,1235.78,1261.3,63353.05641000
406,1610920800000,1261.61,1269.02,1236.0,1245.99,36647.12425000
407,1610924400000,1245.95,1254.71,1224.0,1232.45,44739.39148000
408,1610928000000,1232.5,1247.18,1226.15,1242.66,45567.39137000
